Date,Close,High,Low,Open,Volume,Symbol,Company
2024-12-06,142.41700744628906,145.67647567148725,141.2871849873485,144.57666240527564,188505600,NVDA,NVIDIA Corporation
2024-12-09,138.78758239746094,139.92739769900004,137.10786100838232,138.9475602220375,189308600,NVDA,NVIDIA Corporation
2024-12-10,135.04820251464844,141.79711283924593,133.76839511357173,138.9875536517665,210020900,NVDA,NVIDIA Corporation
2024-12-11,139.28750610351562,140.14736786765778,135.1881771980721,137.3378239802647,184905200,NVDA,NVIDIA Corporation
2024-12-12,137.3178253173828,138.41765384511186,135.77808063488797,137.05787278188586,159211400,NVDA,NVIDIA Corporation
2024-12-13,134.22833251953125,139.5774751507731,132.51860179476702,138.91757801094644,231514900,NVDA,NVIDIA Corporation
2024-12-16,131.9786834716797,134.3782897959075,130.39893679330513,134.1583241029487,237951100,NVDA,NVIDIA Corporation
2024-12-17,130.36895751953125,131.56876081657285,126.83952839876781,129.06916425760008,259410300,NVDA,NVIDIA Corporation
2024-12-18,128.88919067382812,136.6779262372523,128.25928750759206,133.83838842708505,277444500,NVDA,NVIDIA Corporation
2024-12-19,130.6588897705078,134.00835489709178,129.52908262326224,131.73871719708123,209719200,NVDA,NVIDIA Corporation
2024-12-20,134.67825317382812,135.2581613788304,128.19930347129645,129.78904314606552,306528600,NVDA,NVIDIA Corporation
2024-12-23,139.64744567871094,139.7674214203078,135.098177315152,136.25799367167244,176053500,NVDA,NVIDIA Corporation
2024-12-24,140.19737243652344,141.8770939941236,138.6276184809867,139.97740671974344,105157000,NVDA,NVIDIA Corporation
2024-12-26,139.90740966796875,140.8272746166671,137.70776777261636,139.67745105895742,116205600,NVDA,NVIDIA Corporation
2024-12-27,136.98788452148438,138.99756992182031,134.68826788900355,138.52764454755555,170582600,NVDA,NVIDIA Corporation
2024-12-30,137.46780395507812,140.24735382720857,133.9983630613892,134.80822982362736,167734700,NVDA,NVIDIA Corporation
